所在城市,所在区县,所在街道或地区,小区名称,面积,租赁方式,朝向,月租,计费方式,室,厅,卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,采暖
宝鸡,金台,大庆路,宏文路西社区,50,整租,南,750,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,群众路,金桥幸福家园住宅小区,70,整租,南,800,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,苗圃小区,49,整租,南,460,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,5,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,上马营,上馬营東二小區,53,整租,南,650,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,石坝河小区(石坝河街),80,整租,东,1000,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,6,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,大庆路,刘家湾小区,70,整租,南,1100,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,5,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,東一小區,48,整租,南,600,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,太金家园,80,整租,南,800,,2,2,2,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,桥南,药玻小区,66,整租,南,850,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,陈仓园,陈仓园,83,整租,南,1100,,2,2,1,随时入住,1年以内,需提前预约,中楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,陈仓园,金台区公安分局家属院,100,整租,南,1100,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,大庆路,七一七总队家属院北院,60,整租,南,850,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,5,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,陈仓园,陈仓园,97,整租,南,1000,,3,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,联盟二组小区,90,整租,南,1100,半年付价,2,1,1,随时入住,1年以内,需提前预约,低楼层,32,无,租用车位,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,上马营,东风花园,78,整租,南,1000,,2,1,1,随时入住,暂无数据,一般下班后可看,高楼层,7,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,上马营,东风路32号,73,整租,南,1000,,3,2,1,随时入住,暂无数据,需提前预约,低楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,上马营,宝十路45号院,50,整租,南,600,,2,0,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,跃进铁路南区,48,整租,西,500,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,5,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,清姜,宝成中苑小区,50,整租,南,780,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,5,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,上马营,教育办变铁路家属楼,40,整租,东,670,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,5,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,群众路,人民路社区,48,整租,南,600,半年付价,2,1,1,随时入住,2年以内,需提前预约,高楼层,2,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,清姜,宝桥新村,53,整租,南,600,年付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,金陵新村二区,49,整租,南,650,,2,1,1,随时入住,暂无数据,需提前预约,低楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,火车站,话北小区,54,整租,南,930,半年付价,2,1,1,随时入住,3年以内,需提前预约,中楼层,7,无,租用车位,民水,民电,有,集中供暖
宝鸡,金台,上马营,宝铁华苑小区,63,整租,南,750,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,石油东山社区,60,整租,南,700,,2,1,1,随时入住,1年以内,需提前预约,中楼层,5,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,桥南,宝鸡公路管理局家属院,93,整租,东,1000,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,太金家园,82,整租,北,1000,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,暂无数据
宝鸡,渭滨,火车站,陕西省宝鸡市经一路61号院,80,整租,南,1000,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,8,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,火车站,建厂小区,66,整租,南,600,季付价,2,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,免费使用,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,广元路18号院,102,整租,东,950,,3,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,药玻小区,72,整租,南,800,,3,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,红旗路47号,60,整租,东,700,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,5,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,上马营,上马营华苑北区,60,整租,东,700,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,国道巷一号院,71,整租,南,850,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,群众路,沿河街86号,60,整租,南,750,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,火车站,新华巷,64,整租,南,750,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,上马营,宝鸡卷烟厂家属院,57,整租,北,750,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,17,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,清姜,凌云电器总公司二现场住宅小区,60,整租,南,800,半年付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,桥南,广元路8号院,71,整租,南,800,,2,1,1,随时入住,暂无数据,需提前预约,低楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,田丰新村,103,整租,南,1000,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,火车站,宝鸡市房屋经营公司家属院,78,整租,西,800,半年付价,2,2,2,随时入住,1年以内,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,蟠龙花园,87,整租,南,800,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,清姜,宝桥新村,70,整租,南,950,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,药玻小区,100,整租,南,900,,2,1,1,随时入住,暂无数据,一般下班后可看,低楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,桥南,渭滨区滨河南路4号院,83,整租,南,1000,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,峪泉路6号院,114,整租,南,950,,3,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,火车站,曙光路180号院,60,整租,南,800,,2,1,1,随时入住,2年以内,需提前预约,高楼层,5,无,租用车位,民水,民电,有,集中供暖
宝鸡,金台,上马营,宝鸡卷烟厂家属院,65,整租,南,800,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,桥南,中滩路4号,86,整租,南,900,半年付价,3,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,租用车位,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,上马营,秦龙公司家属院,91,整租,南,750,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,自采暖
宝鸡,渭滨,火车站,金陵新村一区,65,整租,南,780,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,5,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,新福路,焦化厂家属院(金台区),65,整租,南,800,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,九龙新城,80,整租,东,1000,,2,2,1,随时入住,1年以内,需提前预约,高楼层,31,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,金陵东新村,55,整租,南,800,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,火车站,河堤新村,85,整租,南,900,半年付价,3,1,1,随时入住,1年以内,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,渭工路58号,84,整租,南,1000,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,三迪世纪新城丽舍,107,整租,南,800,半年付价,2,2,1,随时入住,1年以内,需提前预约,低楼层,32,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,清姜,金山社区,79,整租,南,900,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,卧龙寺,九悦香都,132,整租,东,600,半年付价,3,2,2,随时入住,1年以内,需提前预约,高楼层,23,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,西铁工程一处家属院,45,整租,南,600,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,2,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,上马营,金陵路25号,52,整租,南,650,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,上马营,跃进铁路南区,42,整租,南,650,,2,1,1,随时入住,1年以内,需提前预约,高楼层,3,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,高新区,阳光上东,40,整租,南,1000,,1,1,1,随时入住,暂无数据,需提前预约,低楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,清姜,金山小区宝鸡市,50,整租,南,900,半年付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,电镀厂1号院,84,整租,南,1000,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,5,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,陈仓园,东岭新时代二期,127,整租,东,700,年付价,3,2,2,随时入住,1年以内,需提前预约,中楼层,32,有,租用车位,民水,民电,有,集中供暖
宝鸡,金台,上马营,東一小區,52,整租,南,600,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,西铁工程一处家属院,62,整租,东,780,季付价,2,1,1,随时入住,2年以内,需提前预约,中楼层,6,无,免费使用,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,上马营,西铁工程一处家属院,50,整租,南,700,季付价,2,1,1,随时入住,2年以内,需提前预约,中楼层,5,无,免费使用,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,群众路,永兴巷45号,90,整租,南,800,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,上马营,东风路32号,60,整租,南,750,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,桥南,姜中小区,60,整租,南,1000,,2,1,1,随时入住,1年以内,需提前预约,中楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,上马营,東一小區,52,整租,南,750,季付价,2,2,1,随时入住,1年以内,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,汉东小区,89,整租,南,1000,,2,1,1,随时入住,1年以内,需提前预约,中楼层,6,无,租用车位,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,上马营,东站西区家属院,55,整租,东,550,半年付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,5,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,桥南,宝鸡机床公园路小区,80,整租,东,700,半年付价,3,1,1,随时入住,暂无数据,需提前预约,中楼层,4,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,上马营,東一小區,49,整租,南,650,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,新福路,宝工厂小区,60,整租,西,600,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,上马营,西铁工程一处家属院,75,整租,南,800,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,桥南,国道巷一号院,87,整租,南,850,季付价,2,2,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,国道巷一号院,90,整租,西,950,年付价,2,2,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,电气化社区,70,整租,南,700,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,5,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,上马营,上馬营東二小區,60,整租,南,600,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,新福路,宝工厂小区,60,整租,西,600,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,上马营,上马营一段家属院,70,整租,南,700,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,上马营,电气化社区,70,整租,南,700,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,5,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,清姜,宝成社区西苑小区,60,整租,南,800,年付价,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,租用车位,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,高新区,阳光上东,96,整租,南,1000,,2,2,2,随时入住,暂无数据,需提前预约,高楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,景心苑,57,整租,东,1300,,1,1,1,随时入住,暂无数据,需提前预约,高楼层,10,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,水木清華,45,整租,北,1100,半年付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,26,有,租用车位,民水,民电,无,集中供暖
宝鸡,渭滨,高新区,水木清華,47,整租,南,1250,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,26,有,暂无数据,民水,民电,无,集中供暖
宝鸡,渭滨,桥南,药玻小区,92,整租,南,1000,,3,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,三迪国际公寓,52,整租,南,950,,1,0,1,随时入住,暂无数据,需提前预约,高楼层,27,有,暂无数据,民水,民电,无,集中供暖
宝鸡,金台,上马营,上馬营東二小區,90,整租,南,1000,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,清姜,西一路六号院,105,整租,东,1200,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,经二路160号院,132,整租,南,1300,半年付价,4,2,1,随时入住,1年以内,需提前预约,低楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
