房源编号,城市,区,方位,房屋名,大小,租赁方式,朝向,月租,计费方式,几室,几厅,几卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,采暖
BAOJI2500590035351642112,宝鸡,金台区,火车站,曙光新村,60㎡,整租,南/北,650元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2353368411775975424,宝鸡,渭滨区,石坝河,西宝路52号,83㎡,整租,南/北,1000元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2564321784493252608,宝鸡,金台区,大庆路,宝鸡供电局东区家属院,73㎡,整租,南/北,1100元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2426668683867987968,宝鸡,渭滨区,火车站,新建路49号大院,45㎡,整租,南,600元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,暂无数据,暂无数据,有,暂无数据
BAOJI2494065062382682112,宝鸡,金台区,上马营,跃进铁路南区,45㎡,整租,南/北,680元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2497701640200011776,宝鸡,金台区,上马营,西铁宝鸡机务小区,43㎡,整租,南/北,550元/月,,1室,1厅,1卫,随时入住,暂无数据,一般下班后可看,高楼层,4层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2503539317377335296,宝鸡,渭滨区,桥南,化机小区,46㎡,整租,东南,500元/月,年付价,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,5层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2525275707937136640,宝鸡,金台区,上马营,上馬营東二小區,52㎡,整租,南/北,800元/月,半年付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2527468298867064832,宝鸡,金台区,上马营,東一小區,52㎡,整租,东南,700元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,7层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2532675701983944704,宝鸡,金台区,上马营,東一小區,52㎡,整租,东/西,800元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2555044155005083648,宝鸡,金台区,上马营,上马营华苑北区,46㎡,整租,南/北,700元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,5层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2542485666018115584,宝鸡,金台区,上马营,东站西区家属院,47㎡,整租,南/北,500元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,5层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2536773226563387392,宝鸡,金台区,上马营,東一小區,52㎡,整租,南,750元/月,,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2551217819450875904,宝鸡,金台区,上马营,铁一中家属院,53㎡,整租,南/北,710元/月,,2室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,6层,无,免费使用,民水,民电,有,集中供暖
BAOJI2557764919537696768,宝鸡,渭滨区,桥南,华夏盛世佳园,47㎡,整租,西南,1000元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,26层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2497213660259155968,宝鸡,金台区,大庆路,工农新苑,85㎡,整租,西南,800元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,33层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2496268734588010496,宝鸡,渭滨区,清姜,宝成社区西苑小区,60㎡,整租,南/北,850元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2500672003007053824,宝鸡,金台区,大庆路,经纬花园,69㎡,整租,南/北,600元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2542589153934319616,宝鸡,渭滨区,桥南,中行火炬路家属院,90㎡,整租,南/北,1000元/月,年付价,2室,2厅,2卫,随时入住,1年以内,需提前预约,中楼层,7层,无,免费使用,民水,民电,有,集中供暖
BAOJI2489074450373550080,宝鸡,渭滨区,桥南,陕七建小区,67㎡,整租,南/北,750元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2490535273474031616,宝鸡,渭滨区,石坝河,雨虹馨园,71㎡,整租,南,900元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2492771493512495104,宝鸡,金台区,新福路,宝工厂河滩小区,58㎡,整租,南/北,700元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2508667602441093120,宝鸡,渭滨区,清姜,长岭安居小区,78㎡,整租,南/北,850元/月,半年付价,2室,1厅,1卫,随时入住,2年以内,一般下班后可看,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2541299031598956544,宝鸡,渭滨区,火车站,宝鸡二建家属院,59㎡,整租,南,800元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2378011166019960832,宝鸡,渭滨区,清姜,宝鸡市气象局生活区,76㎡,整租,南/北,900元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2473921414416580608,宝鸡,渭滨区,桥南,药玻小区,55㎡,整租,南/北,600元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,5层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2475432906857136128,宝鸡,金台区,上马营,铁路小区,50㎡,整租,南/北,550元/月,,2室,0厅,1卫,随时入住,暂无数据,需提前预约,高楼层,5层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2522385088898416640,宝鸡,渭滨区,桥南,华夏盛世佳园,43㎡,整租,北,1000元/月,,1室,0厅,1卫,随时入住,暂无数据,需提前预约,低楼层,26层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2520782640072622080,宝鸡,渭滨区,火车站,新民路小区,100㎡,整租,南/北,800元/月,,3室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2565920286234902528,宝鸡,渭滨区,桥南,药玻小区,62㎡,整租,南,600元/月,半年付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2563700850040520704,宝鸡,渭滨区,桥南,太白路5号院,60㎡,整租,东,800元/月,半年付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2503622552593899520,宝鸡,渭滨区,石坝河,宝鸡文理学院文理学村,1000㎡,整租,南/北,1000元/月,,3室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2502870805659262976,宝鸡,渭滨区,火车站,汉东小区,89㎡,整租,南/北,1000元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,6层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2513026020211163136,宝鸡,渭滨区,火车站,嘉隆国际,46㎡,整租,东,1000元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,22层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2551254204585361408,宝鸡,金台区,大庆路,苗圃小区,45㎡,整租,南,530元/月,年付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,5层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2470858654103117824,宝鸡,渭滨区,火车站,新开路社区,50㎡,整租,南/北,700元/月,,2室,0厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,暂无数据,暂无数据,有,暂无数据
BAOJI2506486548749352960,宝鸡,渭滨区,火车站,建国路,54㎡,整租,北,750元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,5层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2562248818897207296,宝鸡,金台区,大庆路,宏文路西社区,50㎡,整租,南/北,750元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2562369491698712576,宝鸡,金台区,群众路,金桥幸福家园住宅小区,70㎡,整租,南,800元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2494014415499182080,宝鸡,金台区,大庆路,苗圃小区,49㎡,整租,南/北,460元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,5层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2493407170893455360,宝鸡,金台区,上马营,上馬营東二小區,53㎡,整租,南/北,650元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2500667901078945792,宝鸡,渭滨区,桥南,石坝河小区(石坝河街),80㎡,整租,东/西,1000元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2564413166909915136,宝鸡,金台区,大庆路,刘家湾小区,70㎡,整租,南/北,1100元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,5层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2557814626796978176,宝鸡,金台区,上马营,東一小區,48㎡,整租,南/北,600元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2547767419917565952,宝鸡,渭滨区,桥南,太金家园,80㎡,整租,南/北,800元/月,,2室,2厅,2卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2380297761091493888,宝鸡,渭滨区,桥南,药玻小区,66㎡,整租,南,850元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2561660846128234496,宝鸡,金台区,陈仓园,陈仓园,83㎡,整租,南/北,1100元/月,,2室,2厅,1卫,随时入住,1年以内,需提前预约,中楼层,7层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2562343652303585280,宝鸡,金台区,陈仓园,金台区公安分局家属院,100㎡,整租,南/北,1100元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2566562883639189504,宝鸡,金台区,大庆路,七一七总队家属院北院,60㎡,整租,南/北,850元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,5层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2562069919105548288,宝鸡,金台区,陈仓园,陈仓园,97㎡,整租,南/北,1000元/月,,3室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2520751024365912064,宝鸡,金台区,上马营,联盟二组小区,90㎡,整租,南/北,1100元/月,半年付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,32层,无,租用车位,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2560778617592217600,宝鸡,金台区,上马营,东风花园,78㎡,整租,南/北,1000元/月,,2室,1厅,1卫,随时入住,暂无数据,一般下班后可看,高楼层,7层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2492048558484889600,宝鸡,金台区,上马营,东风路32号,73㎡,整租,南/北,1000元/月,,3室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,7层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2476561468502851584,宝鸡,金台区,上马营,宝十路45号院,50㎡,整租,南/西南,600元/月,,2室,0厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2496856577299464192,宝鸡,金台区,上马营,跃进铁路南区,48㎡,整租,西,500元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,5层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2557123501136027648,宝鸡,渭滨区,清姜,宝成中苑小区,50㎡,整租,南,780元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,5层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2422341263706554368,宝鸡,金台区,上马营,教育办变铁路家属楼,40㎡,整租,东,670元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,5层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2482530023131848704,宝鸡,金台区,群众路,人民路社区,48㎡,整租,南/北,600元/月,半年付价,2室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,2层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2508473795028205568,宝鸡,渭滨区,清姜,宝桥新村,53㎡,整租,南,600元/月,年付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
BAOJI2501324344115077120,宝鸡,渭滨区,火车站,金陵新村二区,49㎡,整租,南,650元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2474450632006696960,宝鸡,渭滨区,火车站,话北小区,54㎡,整租,南,930元/月,半年付价,2室,1厅,1卫,随时入住,3年以内,需提前预约,中楼层,7层,无,租用车位,民水,民电,有,集中供暖
BAOJI2481750739240886272,宝鸡,金台区,上马营,宝铁华苑小区,63㎡,整租,南,750元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2552223567806726144,宝鸡,金台区,上马营,石油东山社区,60㎡,整租,南,700元/月,,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,5层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2261496754925486080,宝鸡,渭滨区,桥南,宝鸡公路管理局家属院,93㎡,整租,东,1000元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2309849297296039936,宝鸡,渭滨区,桥南,太金家园,82㎡,整租,北,1000元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,暂无数据
BAOJI2545424367316107264,宝鸡,渭滨区,火车站,陕西省宝鸡市经一路61号院,80㎡,整租,南/北,1000元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,8层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2483316520361664512,宝鸡,渭滨区,火车站,建厂小区,66㎡,整租,南/北,600元/月,季付价,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,免费使用,民水,民电,有,集中供暖
BAOJI2481093176190828544,宝鸡,渭滨区,火车站,广元路18号院,102㎡,整租,东/西,950元/月,,3室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2480892985693716480,宝鸡,渭滨区,桥南,药玻小区,72㎡,整租,南/北,800元/月,,3室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2494940403846094848,宝鸡,渭滨区,火车站,红旗路47号,60㎡,整租,东/西,700元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,5层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2494196772000505856,宝鸡,金台区,上马营,上马营华苑北区,60㎡,整租,东/北,700元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2491312280453783552,宝鸡,渭滨区,桥南,国道巷一号院,71㎡,整租,南/北,850元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2493522503189151744,宝鸡,金台区,群众路,沿河街86号,60㎡,整租,南/北,750元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2513651933395828736,宝鸡,渭滨区,火车站,新华巷,64㎡,整租,南/北,750元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2547157037151174656,宝鸡,金台区,上马营,宝鸡卷烟厂家属院,57㎡,整租,北,750元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,17层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2364388679306723328,宝鸡,渭滨区,清姜,凌云电器总公司二现场住宅小区,60㎡,整租,南,800元/月,半年付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2499185810272681984,宝鸡,渭滨区,桥南,广元路8号院,71㎡,整租,南/北,800元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,7层,无,暂无数据,民水,民电,有,集中供暖
